Date,Jacket,Date,Coat,Date,Puffer,Date,FieldJacket,Date,Cardigan
2016-08-20,0.10446,2016-08-20,0.16656,2016-08-20,0.20155,2016-08-20,0.03826,2016-08-20,0.13631
2016-08-21,0.11917,2016-08-21,0.18907,2016-08-21,0.3585,2016-08-21,0.05199,2016-08-21,0.1529
2016-08-22,0.11576,2016-08-22,0.18705,2016-08-22,0.44917,2016-08-22,0.05547,2016-08-22,0.15729
2016-08-23,0.11596,2016-08-23,0.17625,2016-08-23,0.41341,2016-08-23,0.05652,2016-08-23,0.17381
2016-08-24,0.12907,2016-08-24,0.195,2016-08-24,0.38352,2016-08-24,0.05436,2016-08-24,0.17262
2016-08-25,0.1313,2016-08-25,0.19883,2016-08-25,0.36093,2016-08-25,0.06035,2016-08-25,0.17973
2016-08-26,0.16656,2016-08-26,0.25814,2016-08-26,0.44443,2016-08-26,0.09018,2016-08-26,0.36595
2016-08-27,0.1904,2016-08-27,0.29821,2016-08-27,0.47126,2016-08-27,0.10941,2016-08-27,0.42233
2016-08-28,0.28434,2016-08-28,0.45899,2016-08-28,0.66145,2016-08-28,0.18691,2016-08-28,0.7455
2016-08-29,0.32086,2016-08-29,0.43955,2016-08-29,0.55134,2016-08-29,0.18078,2016-08-29,0.77324
2016-08-30,0.34038,2016-08-30,0.47983,2016-08-30,0.50875,2016-08-30,0.20343,2016-08-30,0.80892
2016-08-31,0.36749,2016-08-31,0.55614,2016-08-31,0.52381,2016-08-31,0.24322,2016-08-31,0.89771
2016-09-01,0.27905,2016-09-01,0.44032,2016-09-01,0.40136,2016-09-01,0.18029,2016-09-01,0.62465
2016-09-02,0.27584,2016-09-02,0.42965,2016-09-02,0.35724,2016-09-02,0.16252,2016-09-02,0.5604
2016-09-03,0.27026,2016-09-03,0.4284,2016-09-03,0.40777,2016-09-03,0.14057,2016-09-03,0.49607
2016-09-04,0.2911,2016-09-04,0.46108,2016-09-04,0.4976,2016-09-04,0.14384,2016-09-04,0.55008
2016-09-05,0.24315,2016-09-05,0.39899,2016-09-05,0.34721,2016-09-05,0.12781,2016-09-05,0.44582
2016-09-06,0.24092,2016-09-06,0.35236,2016-09-06,0.3134,2016-09-06,0.12732,2016-09-06,0.43355
2016-09-07,0.2288,2016-09-07,0.3332,2016-09-07,0.28058,2016-09-07,0.1191,2016-09-07,0.40644
2016-09-08,0.22657,2016-09-08,0.33633,2016-09-08,0.25988,2016-09-08,0.12001,2016-09-08,0.39383
2016-09-09,0.19994,2016-09-09,0.39362,2016-09-09,0.23995,2016-09-09,0.10565,2016-09-09,0.33912
2016-09-10,0.22036,2016-09-10,0.34853,2016-09-10,0.25786,2016-09-10,0.1122,2016-09-10,0.36282
2016-09-11,0.25863,2016-09-11,0.48562,2016-09-11,0.32226,2016-09-11,0.11617,2016-09-11,0.42373
2016-09-12,0.22733,2016-09-12,0.32246,2016-09-12,0.25382,2016-09-12,0.10251,2016-09-12,0.34741
2016-09-13,0.20489,2016-09-13,0.25828,2016-09-13,0.2051,2016-09-13,0.0869,2016-09-13,0.3286
2016-09-14,0.18412,2016-09-14,0.27486,2016-09-14,0.24664,2016-09-14,0.07777,2016-09-14,0.27542
2016-09-15,0.18998,2016-09-15,0.30156,2016-09-15,0.27905,2016-09-15,0.0908,2016-09-15,0.26148
2016-09-16,0.22733,2016-09-16,0.3417,2016-09-16,0.32553,2016-09-16,0.0938,2016-09-16,0.34728
2016-09-17,0.27319,2016-09-17,0.42603,2016-09-17,0.36177,2016-09-17,0.12698,2016-09-17,0.43655
2016-09-18,0.33738,2016-09-18,0.4668,2016-09-18,0.4038,2016-09-18,0.15109,2016-09-18,0.55594
2016-09-19,0.2957,2016-09-19,0.44136,2016-09-19,0.35585,2016-09-19,0.15332,2016-09-19,0.59078
2016-09-20,0.3157,2016-09-20,0.45976,2016-09-20,0.37236,2016-09-20,0.17109,2016-09-20,0.67156
2016-09-21,0.32741,2016-09-21,0.48255,2016-09-21,0.37216,2016-09-21,0.17088,2016-09-21,0.68633
2016-09-22,0.29884,2016-09-22,0.48729,2016-09-22,0.37195,2016-09-22,0.15583,2016-09-22,0.61964
2016-09-23,0.26643,2016-09-23,0.41641,2016-09-23,0.33905,2016-09-23,0.13757,2016-09-23,0.52917
2016-09-24,0.25988,2016-09-24,0.42199,2016-09-24,0.57399,2016-09-24,0.13388,2016-09-24,0.45363
2016-09-25,0.28574,2016-09-25,0.46868,2016-09-25,0.53796,2016-09-25,0.14865,2016-09-25,0.54883
2016-09-26,0.27291,2016-09-26,0.42972,2016-09-26,0.43829,2016-09-26,0.14977,2016-09-26,0.51057
2016-09-27,0.26887,2016-09-27,0.42199,2016-09-27,0.41084,2016-09-27,0.1375,2016-09-27,0.5252
2016-09-28,0.24531,2016-09-28,0.40888,2016-09-28,0.36763,2016-09-28,0.13847,2016-09-28,0.51447
2016-09-29,0.26566,2016-09-29,0.46004,2016-09-29,0.39961,2016-09-29,0.14098,2016-09-29,0.54904
2016-09-30,0.26385,2016-09-30,0.44756,2016-09-30,0.38658,2016-09-30,0.14175,2016-09-30,0.50799
2016-10-01,0.28504,2016-10-01,0.46227,2016-10-01,0.42575,2016-10-01,0.14112,2016-10-01,0.50708
2016-10-02,0.31773,2016-10-02,0.56562,2016-10-02,0.55921,2016-10-02,0.14983,2016-10-02,0.58953
2016-10-03,0.31835,2016-10-03,0.58786,2016-10-03,0.56639,2016-10-03,0.15478,2016-10-03,0.57566
2016-10-04,0.31069,2016-10-04,0.44443,2016-10-04,0.49628,2016-10-04,0.13046,2016-10-04,0.50903
2016-10-05,0.32114,2016-10-05,0.47335,2016-10-05,0.43683,2016-10-05,0.13388,2016-10-05,0.54827
2016-10-06,0.3679,2016-10-06,0.49482,2016-10-06,0.45349,2016-10-06,0.13729,2016-10-06,0.58625
2016-10-07,0.36776,2016-10-07,0.54674,2016-10-07,0.46875,2016-10-07,0.13394,2016-10-07,0.56137
2016-10-08,0.42484,2016-10-08,0.66514,2016-10-08,0.64117,2016-10-08,0.16336,2016-10-08,0.6349
2016-10-09,0.59915,2016-10-09,1.04295,2016-10-09,1.36932,2016-10-09,0.258,2016-10-09,0.90133
2016-10-10,0.59106,2016-10-10,1.1438,2016-10-10,1.61011,2016-10-10,0.28811,2016-10-10,0.99932
2016-10-11,0.55998,2016-10-11,1.05264,2016-10-11,1.42103,2016-10-11,0.27932,2016-10-11,0.91318
2016-10-12,0.51064,2016-10-12,0.96287,2016-10-12,1.25935,2016-10-12,0.24817,2016-10-12,0.85826
2016-10-13,0.50025,2016-10-13,0.93653,2016-10-13,1.27182,2016-10-13,0.24308,2016-10-13,0.78892
2016-10-14,0.43857,2016-10-14,0.79317,2016-10-14,1.04441,2016-10-14,0.19207,2016-10-14,0.64779
2016-10-15,0.43676,2016-10-15,0.76383,2016-10-15,0.98364,2016-10-15,0.18224,2016-10-15,0.58395
2016-10-16,0.41383,2016-10-16,0.89862,2016-10-16,1.19621,2016-10-16,0.20176,2016-10-16,0.68793
2016-10-17,0.34051,2016-10-17,0.8191,2016-10-17,0.95988,2016-10-17,0.18364,2016-10-17,0.64842
2016-10-18,0.32456,2016-10-18,0.74968,2016-10-18,0.94064,2016-10-18,0.16663,2016-10-18,0.63776
2016-10-19,0.304,2016-10-19,0.69442,2016-10-19,0.85074,2016-10-19,0.15883,2016-10-19,0.5896
2016-10-20,0.29661,2016-10-20,0.66828,2016-10-20,0.84161,2016-10-20,0.15792,2016-10-20,0.52562
2016-10-21,0.28093,2016-10-21,0.66278,2016-10-21,0.91332,2016-10-21,0.14419,2016-10-21,0.50583
2016-10-22,0.28727,2016-10-22,0.68891,2016-10-22,0.86914,2016-10-22,0.14071,2016-10-22,0.47614
2016-10-23,0.39153,2016-10-23,1.02002,2016-10-23,1.57185,2016-10-23,0.20294,2016-10-23,0.65901
2016-10-24,0.31898,2016-10-24,0.94287,2016-10-24,1.69939,2016-10-24,0.18928,2016-10-24,0.63343
2016-10-25,0.3079,2016-10-25,0.86398,2016-10-25,1.63464,2016-10-25,0.18552,2016-10-25,0.56994
2016-10-26,0.28992,2016-10-26,0.84021,2016-10-26,1.63269,2016-10-26,0.18364,2016-10-26,0.56116
2016-10-27,0.28699,2016-10-27,0.8154,2016-10-27,1.65067,2016-10-27,0.17527,2016-10-27,0.54165
2016-10-28,0.25312,2016-10-28,0.81791,2016-10-28,1.70782,2016-10-28,0.16802,2016-10-28,0.46952
2016-10-29,0.2704,2016-10-29,1.06936,2016-10-29,3.04648,2016-10-29,0.22197,2016-10-29,0.44178
2016-10-30,0.29048,2016-10-30,1.32562,2016-10-30,4.79529,2016-10-30,0.29508,2016-10-30,0.47795
2016-10-31,0.2619,2016-10-31,1.52641,2016-10-31,53.55507,2016-10-31,0.41634,2016-10-31,0.47809
2016-11-01,0.24713,2016-11-01,1.6474,2016-11-01,100.0,2016-11-01,0.53907,2016-11-01,0.41564
2016-11-02,0.20921,2016-11-02,1.43149,2016-11-02,11.81407,2016-11-02,0.43237,2016-11-02,0.36853
2016-11-03,0.18824,2016-11-03,1.25182,2016-11-03,7.4124,2016-11-03,0.30706,2016-11-03,0.32727
2016-11-04,0.17806,2016-11-04,1.10463,2016-11-04,4.78038,2016-11-04,0.23284,2016-11-04,0.28378
2016-11-05,0.1874,2016-11-05,1.09334,2016-11-05,4.34124,2016-11-05,0.24127,2016-11-05,0.2826
2016-11-06,0.20782,2016-11-06,1.25057,2016-11-06,4.41992,2016-11-06,0.24469,2016-11-06,0.31201
2016-11-07,0.19277,2016-11-07,1.07849,2016-11-07,4.02267,2016-11-07,0.21061,2016-11-07,0.29828
2016-11-08,0.18482,2016-11-08,1.15063,2016-11-08,5.82786,2016-11-08,0.24866,2016-11-08,0.27201
2016-11-09,0.15855,2016-11-09,1.09027,2016-11-09,6.91047,2016-11-09,0.26901,2016-11-09,0.235
2016-11-10,0.15346,2016-11-10,1.05968,2016-11-10,5.46664,2016-11-10,0.23409,2016-11-10,0.22503
2016-11-11,0.14133,2016-11-11,0.90085,2016-11-11,4.01543,2016-11-11,0.18371,2016-11-11,0.19674
2016-11-12,0.14593,2016-11-12,1.0479,2016-11-12,3.86621,2016-11-12,0.19855,2016-11-12,0.17869
2016-11-13,0.1743,2016-11-13,1.13627,2016-11-13,4.03975,2016-11-13,0.20629,2016-11-13,0.22643
2016-11-14,0.16461,2016-11-14,0.99256,2016-11-14,3.27452,2016-11-14,0.16844,2016-11-14,0.23828
2016-11-15,0.15952,2016-11-15,0.99521,2016-11-15,3.60033,2016-11-15,0.17527,2016-11-15,0.22092
2016-11-16,0.1483,2016-11-16,0.96002,2016-11-16,3.80196,2016-11-16,0.17458,2016-11-16,0.20928
2016-11-17,0.14203,2016-11-17,0.95158,2016-11-17,3.23884,2016-11-17,0.16175,2016-11-17,0.20315
2016-11-18,0.14287,2016-11-18,0.85325,2016-11-18,2.72325,2016-11-18,0.13638,2016-11-18,0.17102
2016-11-19,0.14544,2016-11-19,0.90663,2016-11-19,2.60798,2016-11-19,0.12914,2016-11-19,0.17548
2016-11-20,0.15869,2016-11-20,1.01194,2016-11-20,3.10774,2016-11-20,0.15945,2016-11-20,0.1996
2016-11-21,0.15639,2016-11-21,0.94301,2016-11-21,3.16733,2016-11-21,0.15053,2016-11-21,0.19423
2016-11-22,0.1467,2016-11-22,0.96273,2016-11-22,5.11267,2016-11-22,0.1982,2016-11-22,0.19088
2016-11-23,0.13185,2016-11-23,0.90524,2016-11-23,6.8076,2016-11-23,0.2403,2016-11-23,0.17715
2016-11-24,0.12022,2016-11-24,0.82676,2016-11-24,7.1438,2016-11-24,0.24322,2016-11-24,0.15799
2016-11-25,0.11394,2016-11-25,0.77582,2016-11-25,5.61801,2016-11-25,0.19186,2016-11-25,0.15625
2016-11-26,0.11875,2016-11-26,0.89966,2016-11-26,6.05548,2016-11-26,0.22343,2016-11-26,0.13743
2016-11-27,0.12858,2016-11-27,1.02838,2016-11-27,6.10977,2016-11-27,0.22768,2016-11-27,0.14586
2016-11-28,0.12725,2016-11-28,0.92489,2016-11-28,5.49201,2016-11-28,0.19987,2016-11-28,0.17074
2016-11-29,0.12001,2016-11-29,0.84586,2016-11-29,4.98778,2016-11-29,0.18238,2016-11-29,0.16914
2016-11-30,0.12154,2016-11-30,0.80802,2016-11-30,4.14498,2016-11-30,0.16998,2016-11-30,0.15471
2016-12-01,0.12245,2016-12-01,0.80899,2016-12-01,3.86747,2016-12-01,0.15764,2016-12-01,0.14607
2016-12-02,0.10502,2016-12-02,0.73463,2016-12-02,3.5427,2016-12-02,0.15848,2016-12-02,0.13206
2016-12-03,0.11576,2016-12-03,0.87994,2016-12-03,3.45691,2016-12-03,0.16607,2016-12-03,0.14335
2016-12-04,0.13234,2016-12-04,1.05515,2016-12-04,3.7791,2016-12-04,0.1897,2016-12-04,0.17228
2016-12-05,0.12921,2016-12-05,0.90126,2016-12-05,3.43683,2016-12-05,0.1536,2016-12-05,0.16809
2016-12-06,0.11366,2016-12-06,0.8522,2016-12-06,3.80865,2016-12-06,0.15597,2016-12-06,0.16238
2016-12-07,0.10676,2016-12-07,0.80537,2016-12-07,3.62382,2016-12-07,0.15834,2016-12-07,0.15883
2016-12-08,0.11429,2016-12-08,0.77728,2016-12-08,3.51803,2016-12-08,0.15555,2016-12-08,0.15673
2016-12-09,0.09903,2016-12-09,0.7264,2016-12-09,3.04,2016-12-09,0.14224,2016-12-09,0.13834
2016-12-10,0.10788,2016-12-10,0.8308,2016-12-10,3.35766,2016-12-10,0.14977,2016-12-10,0.1391
2016-12-11,0.11617,2016-12-11,0.95221,2016-12-11,3.76669,2016-12-11,0.15646,2016-12-11,0.16656
2016-12-12,0.11541,2016-12-12,0.83101,2016-12-12,3.50653,2016-12-12,0.14391,2016-12-12,0.16837
2016-12-13,0.10955,2016-12-13,0.83624,2016-12-13,3.15081,2016-12-13,0.1382,2016-12-13,0.17876
2016-12-14,0.11332,2016-12-14,0.7623,2016-12-14,3.43391,2016-12-14,0.14921,2016-12-14,0.16099
2016-12-15,0.10739,2016-12-15,0.69358,2016-12-15,3.75345,2016-12-15,0.14405,2016-12-15,0.15311
2016-12-16,0.10189,2016-12-16,0.62124,2016-12-16,3.52123,2016-12-16,0.12684,2016-12-16,0.13269
2016-12-17,0.10913,2016-12-17,0.78202,2016-12-17,2.98522,2016-12-17,0.12983,2016-12-17,0.13638
2016-12-18,0.12711,2016-12-18,0.90412,2016-12-18,3.04641,2016-12-18,0.14203,2016-12-18,0.17109
2016-12-19,0.12635,2016-12-19,0.78948,2016-12-19,2.44176,2016-12-19,0.11799,2016-12-19,0.1545
2016-12-20,0.12265,2016-12-20,0.74613,2016-12-20,2.1112,2016-12-20,0.106,2016-12-20,0.1575
2016-12-21,0.11603,2016-12-21,0.69093,2016-12-21,1.88066,2016-12-21,0.09889,2016-12-21,0.15618
2016-12-22,0.11638,2016-12-22,0.62535,2016-12-22,1.75619,2016-12-22,0.09053,2016-12-22,0.13046
2016-12-23,0.10509,2016-12-23,0.58012,2016-12-23,1.9015,2016-12-23,0.0906,2016-12-23,0.11861
2016-12-24,0.10809,2016-12-24,0.65727,2016-12-24,1.95014,2016-12-24,0.08662,2016-12-24,0.11262
2016-12-25,0.11757,2016-12-25,0.80857,2016-12-25,2.04409,2016-12-25,0.09568,2016-12-25,0.1267
2016-12-26,0.12461,2016-12-26,0.67358,2016-12-26,2.05747,2016-12-26,0.0929,2016-12-26,0.14321
2016-12-27,0.11617,2016-12-27,0.63824,2016-12-27,2.2701,2016-12-27,0.09352,2016-12-27,0.14621
2016-12-28,0.10948,2016-12-28,0.59364,2016-12-28,2.38579,2016-12-28,0.09993,2016-12-28,0.1451
2016-12-29,0.10739,2016-12-29,0.58116,2016-12-29,2.29986,2016-12-29,0.09087,2016-12-29,0.14126
2016-12-30,0.09924,2016-12-30,0.54186,2016-12-30,1.97858,2016-12-30,0.08586,2016-12-30,0.12635
2016-12-31,0.09833,2016-12-31,0.59071,2016-12-31,1.78316,2016-12-31,0.07896,2016-12-31,0.11854
2017-01-01,0.11464,2017-01-01,0.65657,2017-01-01,1.86609,2017-01-01,0.09234,2017-01-01,0.13994
2017-01-02,0.13401,2017-01-02,0.66605,2017-01-02,1.68008,2017-01-02,0.08704,2017-01-02,0.16196
2017-01-03,0.13415,2017-01-03,0.65288,2017-01-03,1.6145,2017-01-03,0.08871,2017-01-03,0.16907
2017-01-04,0.14217,2017-01-04,0.64521,2017-01-04,1.67583,2017-01-04,0.09694,2017-01-04,0.17005
2017-01-05,0.14259,2017-01-05,0.63448,2017-01-05,1.39936,2017-01-05,0.08795,2017-01-05,0.17485
2017-01-06,0.13834,2017-01-06,0.60277,2017-01-06,1.17969,2017-01-06,0.0761,2017-01-06,0.18029
2017-01-07,0.13757,2017-01-07,0.68201,2017-01-07,1.15857,2017-01-07,0.07819,2017-01-07,0.17353
2017-01-08,0.16607,2017-01-08,0.74599,2017-01-08,1.35406,2017-01-08,0.0899,2017-01-08,0.20531
2017-01-09,0.16182,2017-01-09,0.67469,2017-01-09,1.41685,2017-01-09,0.09171,2017-01-09,0.19855
2017-01-10,0.15081,2017-01-10,0.64647,2017-01-10,1.59861,2017-01-10,0.08627,2017-01-10,0.19646
2017-01-11,0.14733,2017-01-11,0.61253,2017-01-11,1.79285,2017-01-11,0.09206,2017-01-11,0.20726
2017-01-12,0.14252,2017-01-12,0.58848,2017-01-12,1.65911,2017-01-12,0.08767,2017-01-12,0.20259
2017-01-13,0.13492,2017-01-13,0.53447,2017-01-13,1.68859,2017-01-13,0.08474,2017-01-13,0.17639
2017-01-14,0.14133,2017-01-14,0.61608,2017-01-14,2.00423,2017-01-14,0.09784,2017-01-14,0.16858
2017-01-15,0.14886,2017-01-15,0.64891,2017-01-15,2.174,2017-01-15,0.10453,2017-01-15,0.20085
2017-01-16,0.14091,2017-01-16,0.60089,2017-01-16,1.90965,2017-01-16,0.09171,2017-01-16,0.21214
2017-01-17,0.13896,2017-01-17,0.57057,2017-01-17,1.60161,2017-01-17,0.08495,2017-01-17,0.22482
2017-01-18,0.14565,2017-01-18,0.55371,2017-01-18,1.39281,2017-01-18,0.08544,2017-01-18,0.21925
2017-01-19,0.13966,2017-01-19,0.5528,2017-01-19,1.27106,2017-01-19,0.08126,2017-01-19,0.20991
2017-01-20,0.13318,2017-01-20,0.51524,2017-01-20,1.32221,2017-01-20,0.07924,2017-01-20,0.19723
2017-01-21,0.13401,2017-01-21,0.602,2017-01-21,1.35608,2017-01-21,0.0929,2017-01-21,0.19061
2017-01-22,0.16085,2017-01-22,0.68863,2017-01-22,1.70531,2017-01-22,0.09297,2017-01-22,0.25263
2017-01-23,0.14022,2017-01-23,0.58827,2017-01-23,1.68141,2017-01-23,0.08816,2017-01-23,0.24671
2017-01-24,0.13116,2017-01-24,0.53315,2017-01-24,1.44619,2017-01-24,0.08154,2017-01-24,0.21563
2017-01-25,0.13255,2017-01-25,0.4792,2017-01-25,1.1785,2017-01-25,0.06355,2017-01-25,0.20203
2017-01-26,0.12377,2017-01-26,0.45697,2017-01-26,1.00957,2017-01-26,0.06223,2017-01-26,0.18085
2017-01-27,0.13464,2017-01-27,0.45028,2017-01-27,0.89611,2017-01-27,0.0584,2017-01-27,0.17576
2017-01-28,0.1405,2017-01-28,0.52855,2017-01-28,0.9596,2017-01-28,0.05819,2017-01-28,0.18231
2017-01-29,0.1766,2017-01-29,0.61629,2017-01-29,1.1293,2017-01-29,0.0692,2017-01-29,0.23347
2017-01-30,0.19451,2017-01-30,0.6832,2017-01-30,1.27336,2017-01-30,0.0823,2017-01-30,0.26615
2017-01-31,0.18963,2017-01-31,0.62152,2017-01-31,1.27677,2017-01-31,0.07958,2017-01-31,0.28546
2017-02-01,0.19813,2017-02-01,0.62326,2017-02-01,1.25649,2017-02-01,0.07491,2017-02-01,0.29619
2017-02-02,0.19562,2017-02-02,0.58953,2017-02-02,1.12435,2017-02-02,0.07498,2017-02-02,0.28469
2017-02-03,0.18628,2017-02-03,0.55343,2017-02-03,0.86893,2017-02-03,0.07241,2017-02-03,0.27424
2017-02-04,0.22455,2017-02-04,0.62542,2017-02-04,0.85297,2017-02-04,0.08098,2017-02-04,0.30664
2017-02-05,0.25382,2017-02-05,0.69713,2017-02-05,0.93778,2017-02-05,0.0892,2017-02-05,0.3456
2017-02-06,0.23089,2017-02-06,0.60395,2017-02-06,0.89499,2017-02-06,0.083,2017-02-06,0.34421
2017-02-07,0.22615,2017-02-07,0.60277,2017-02-07,0.8676,2017-02-07,0.07687,2017-02-07,0.34177
2017-02-08,0.22831,2017-02-08,0.61629,2017-02-08,0.86537,2017-02-08,0.0823,2017-02-08,0.3279
2017-02-09,0.21521,2017-02-09,0.57691,2017-02-09,0.9435,2017-02-09,0.07694,2017-02-09,0.29786
2017-02-10,0.2051,2017-02-10,0.56033,2017-02-10,1.01932,2017-02-10,0.07638,2017-02-10,0.27633
2017-02-11,0.21026,2017-02-11,0.58479,2017-02-11,1.02678,2017-02-11,0.07931,2017-02-11,0.2612
2017-02-12,0.252,2017-02-12,0.68584,2017-02-12,1.00239,2017-02-12,0.08927,2017-02-12,0.33062
2017-02-13,0.24977,2017-02-13,0.65901,2017-02-13,0.80934,2017-02-13,0.08641,2017-02-13,0.33229
2017-02-14,0.25793,2017-02-14,0.64222,2017-02-14,0.64403,2017-02-14,0.08614,2017-02-14,0.34783
2017-02-15,0.27891,2017-02-15,0.64689,2017-02-15,0.58235,2017-02-15,0.08934,2017-02-15,0.36317
2017-02-16,0.32003,2017-02-16,0.66933,2017-02-16,0.49398,2017-02-16,0.09568,2017-02-16,0.39
2017-02-17,0.30873,2017-02-17,0.605,2017-02-17,0.43857,2017-02-17,0.10035,2017-02-17,0.36637
2017-02-18,0.28713,2017-02-18,0.59204,2017-02-18,0.46631,2017-02-18,0.08864,2017-02-18,0.34337
2017-02-19,0.35174,2017-02-19,0.68285,2017-02-19,0.51391,2017-02-19,0.10481,2017-02-19,0.39752
2017-02-20,0.31807,2017-02-20,0.63685,2017-02-20,0.53315,2017-02-20,0.10732,2017-02-20,0.40129
2017-02-21,0.31842,2017-02-21,0.62173,2017-02-21,0.50074,2017-02-21,0.10272,2017-02-21,0.39808
2017-02-22,0.32009,2017-02-22,0.60388,2017-02-22,0.46248,2017-02-22,0.11067,2017-02-22,0.3893
2017-02-23,0.30149,2017-02-23,0.55621,2017-02-23,0.48645,2017-02-23,0.09784,2017-02-23,0.37125
2017-02-24,0.27863,2017-02-24,0.53684,2017-02-24,0.42073,2017-02-24,0.09394,2017-02-24,0.34379
2017-02-25,0.31912,2017-02-25,0.5643,2017-02-25,0.39954,2017-02-25,0.09568,2017-02-25,0.35459
2017-02-26,0.36226,2017-02-26,0.64333,2017-02-26,0.42812,2017-02-26,0.11812,2017-02-26,0.43091
2017-02-27,0.37787,2017-02-27,0.63992,2017-02-27,0.36114,2017-02-27,0.12509,2017-02-27,0.4769
2017-02-28,0.36958,2017-02-28,0.64535,2017-02-28,0.30525,2017-02-28,0.1198,2017-02-28,0.45537
2017-03-01,0.40268,2017-03-01,0.68919,2017-03-01,0.3233,2017-03-01,0.13248,2017-03-01,0.49544
2017-03-02,0.32748,2017-03-02,0.56674,2017-03-02,0.32149,2017-03-02,0.11966,2017-03-02,0.41118
2017-03-03,0.31501,2017-03-03,0.55489,2017-03-03,0.26093,2017-03-03,0.10795,2017-03-03,0.37864
2017-03-04,0.38651,2017-03-04,0.64166,2017-03-04,0.28253,2017-03-04,0.12921,2017-03-04,0.47704
2017-03-05,0.45516,2017-03-05,0.73177,2017-03-05,0.30957,2017-03-05,0.14949,2017-03-05,0.58326
2017-03-06,0.36846,2017-03-06,0.61336,2017-03-06,0.32267,2017-03-06,0.13262,2017-03-06,0.48262
2017-03-07,0.32686,2017-03-07,0.54799,2017-03-07,0.37648,2017-03-07,0.12245,2017-03-07,0.43216
2017-03-08,0.30288,2017-03-08,0.55231,2017-03-08,0.35174,2017-03-08,0.12997,2017-03-08,0.42401
2017-03-09,0.3401,2017-03-09,0.5459,2017-03-09,0.29048,2017-03-09,0.12948,2017-03-09,0.43286
2017-03-10,0.32086,2017-03-10,0.50095,2017-03-10,0.22692,2017-03-10,0.1352,2017-03-10,0.43613
2017-03-11,0.38986,2017-03-11,0.60089,2017-03-11,0.22894,2017-03-11,0.146,2017-03-11,0.50659
2017-03-12,0.46833,2017-03-12,0.70424,2017-03-12,0.23828,2017-03-12,0.17632,2017-03-12,0.65002
2017-03-13,0.44812,2017-03-13,0.66974,2017-03-13,0.19785,2017-03-13,0.18719,2017-03-13,0.60193
2017-03-14,0.40345,2017-03-14,0.61134,2017-03-14,0.18761,2017-03-14,0.19207,2017-03-14,0.57273
2017-03-15,0.3847,2017-03-15,0.60284,2017-03-15,0.18935,2017-03-15,0.1821,2017-03-15,0.5666
2017-03-16,0.38247,2017-03-16,0.59692,2017-03-16,0.18085,2017-03-16,0.19667,2017-03-16,0.54785
2017-03-17,0.35724,2017-03-17,0.53426,2017-03-17,0.14391,2017-03-17,0.16719,2017-03-17,0.49182
2017-03-18,0.40624,2017-03-18,0.58625,2017-03-18,0.152,2017-03-18,0.16384,2017-03-18,0.55196
2017-03-19,0.44889,2017-03-19,0.62849,2017-03-19,0.15318,2017-03-19,0.18977,2017-03-19,0.67783
2017-03-20,0.4201,2017-03-20,0.63755,2017-03-20,0.13638,2017-03-20,0.19514,2017-03-20,0.63002
2017-03-21,0.39934,2017-03-21,0.58151,2017-03-21,0.12447,2017-03-21,0.18935,2017-03-21,0.5912
2017-03-22,0.36254,2017-03-22,0.56207,2017-03-22,0.11722,2017-03-22,0.18336,2017-03-22,0.5659
2017-03-23,0.35355,2017-03-23,0.53447,2017-03-23,0.11032,2017-03-23,0.16586,2017-03-23,0.52339
2017-03-24,0.31863,2017-03-24,0.47844,2017-03-24,0.1037,2017-03-24,0.15067,2017-03-24,0.46324
2017-03-25,0.38512,2017-03-25,0.51342,2017-03-25,0.11868,2017-03-25,0.16712,2017-03-25,0.50659
2017-03-26,0.41885,2017-03-26,0.5767,2017-03-26,0.14189,2017-03-26,0.18691,2017-03-26,0.61866
2017-03-27,0.35376,2017-03-27,0.51607,2017-03-27,0.14795,2017-03-27,0.17813,2017-03-27,0.51879
2017-03-28,0.33752,2017-03-28,0.50346,2017-03-28,0.12698,2017-03-28,0.19346,2017-03-28,0.53022
2017-03-29,0.34888,2017-03-29,0.48771,2017-03-29,0.12405,2017-03-29,0.18036,2017-03-29,0.51572
2017-03-30,0.3233,2017-03-30,0.45181,2017-03-30,0.09297,2017-03-30,0.17311,2017-03-30,0.48283
2017-03-31,0.30253,2017-03-31,0.39271,2017-03-31,0.08718,2017-03-31,0.15116,2017-03-31,0.42268
2017-04-01,0.33801,2017-04-01,0.44025,2017-04-01,0.09582,2017-04-01,0.15785,2017-04-01,0.48359
2017-04-02,0.37982,2017-04-02,0.47802,2017-04-02,0.0938,2017-04-02,0.16858,2017-04-02,0.57273
2017-04-03,0.34086,2017-04-03,0.45328,2017-04-03,0.07944,2017-04-03,0.17214,2017-04-03,0.57733
2017-04-04,0.31786,2017-04-04,0.40554,2017-04-04,0.06502,2017-04-04,0.15889,2017-04-04,0.55886
2017-04-05,0.31055,2017-04-05,0.38512,2017-04-05,0.06976,2017-04-05,0.1651,2017-04-05,0.51015
2017-04-06,0.27305,2017-04-06,0.34748,2017-04-06,0.06976,2017-04-06,0.1444,2017-04-06,0.44944
2017-04-07,0.25674,2017-04-07,0.31145,2017-04-07,0.05087,2017-04-07,0.11973,2017-04-07,0.40066
2017-04-08,0.25779,2017-04-08,0.26518,2017-04-08,0.04948,2017-04-08,0.11227,2017-04-08,0.41474
